slug,program_name,type,apply_url,extracted_question,matched_question_id,matched_question_text,similarity,confidence,recommendation
1-million-cups-boulder,1 Million Cups Boulder,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2F1-million-cups-boulder%2F,none_found,,,0,high,skip
accelerateott,AccelerateOTT,other,https://www.eventbrite.ca/e/accelerateott-2026-tickets-1987148720315,none_found,,,0,high,skip
access-silicon-valley-boulder-denver,Access Silicon Valley Boulder/Denver,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2Faccess-silicon-valley-boulder-denver%2F,none_found,,,0,high,skip
adweek-social-media-week,AdWeek Social Media Week,other,https://event.adweek.com/smw_2026/begin,none_found,,,0,high,skip
agi-house,AGI House,other,https://forms.gle/TF6Arjmv7CMM4KUQA,none_found,,,0,medium,skip
andrews-tech-mixer,Andrew's Tech Mixer,other,https://linktr.ee/andrewsmixers,none_found,,,0,high,skip
asia-tech-x-singapore,Asia Tech x Singapore,other,https://asiatechxsg.com/atxenterprise/,none_found,,,0,high,skip
asugsv-summit,ASU+GSV Summit,other,https://cvent.me/lKxbvN,none_found,,,0,high,skip
banff-venture-forum,Banff Venture Forum,other,https://banffventureforum.com/registration/apply-to-present/,none_found,,,0,high,skip
big-data-boston,Big Data Boston,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2Fbigdataboston%2F,none_found,,,0,high,skip
bits-in-bio,Bits in Bio,other,https://join.slack.com/t/bitsinbio/shared_invite/zt-3x4ryxqjr-a77cBC~RA6LFOTmxYJvZ~g,none_found,,,0,high,skip
blockchain-futurist-conference,Blockchain Futurist Conference,other,https://futuristconference.com/toronto/ticket,none_found,,,0,high,skip
bootsector,BootSector,other,https://joinbootsector.com/join-the-startup-community/,none_found,,,0,high,skip
bootstrappers-breakfast-for-san-francisco-startups,Bootstrappers Breakfast for San Francisco Startups,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2Fbootstrappers-breakfast-san-francisco%2F,none_found,,,0,high,skip
boston-fintech,Boston FinTech,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2Fboston-fintech%2F,none_found,,,0,high,skip
boston-hardware-meetup,Boston Hardware Meetup,other,https://www.meetup.com/register/?returnUri=https%3A%2F%2Fwww.meetup.com%2Fboston-hardware%2F,none_found,,,0,high,skip
