slug,name,type,homepage_url,discovered_apply_url,confidence,notes
launch-ny,Launch NY,accel,https://launchny.org,https://launchny.org/entrepreneurs/apply-now,high,Explicit 'Apply Now' link in nav and multiple CTAs
launchpad-for-women-entrepreneurs,Launchpad for Women Entrepreneurs,accel,https://www.launchpadforwomen.ca,https://www.launchpadforwomen.ca/courses,medium,Thinkific platform; enroll via course listing page; no dedicated /apply page
launchpad-la,Launchpad LA,accel,https://launchpad.la,https://launchpad.la/apply/,high,Direct /apply path in nav
startup-lab,Laurier StartUp Lab,accel,https://students.wlu.ca/work-leadership-and-volunteering/entrepreneurship/startup-lab/index.html?ref=work-leadership-and-volunteering%2Fentrepreneurship%2Flaunchpad.html,,not_found,"WLU Laurier StartUp Lab; page is informational only, no apply link found"
le-pont-quebec,Le Pont Quebec,accel,https://www.lepont.io/en/home,https://lepont.io/en/apply,high,Direct /apply link in nav
lead-to-win,Lead To Win,accel,https://www.leadtowin.ca,,not_found,Site returned Cloudflare error (522); no apply link reachable
league-of-innovators,League of Innovators,accel,https://www.theleagueofinnovators.org,https://www.loi.ac/find-your-program,high,Explicit 'APPLY NOW - it's free' CTA linking to program finder; Airtable form embedded
learnlaunch-accelerator,LearnLaunch Accelerator,accel,https://learnlaunch.com/accelerator-2,,not_found,Homepage shows news; no active /apply page found; applications announced via blog
legal-innovation-zone,Legal Innovation Zone,accel,https://www.torontomu.ca/zone-learning/legal-innovation-zone,https://www.torontomu.ca/zone-learning/legal-innovation-zone/apply/,high,Dedicated /apply page in nav
life-changing-labs-accelerator,Life Changing Labs Accelerator,accel,https://www.lifechanginglabs.com,,not_found,Homepage is portfolio showcase; no apply link visible
liftoff,LiftOff,accel,https://www.liftoffbyccawr.com,,not_found,"sdgideafactory.ca/join-us link found but is about coworking space, not accelerator apply"
longo-centre-for-entrepreneurship,Longo Centre for Entrepreneurship,accel,https://humber.ca/cfe,https://humber.ca/cfe/programs.html,medium,Programs listing page; no dedicated external apply link; likely internal enrollment
mars-discovery-district,MaRS Discovery District,accel,https://www.marsdd.com,https://marsdd.com/apply,high,Direct /apply link found in HTML
mc2-capital,MC2 Capital,accel,https://www.cabhi.com/mc2capital,https://www.cabhi.com/en/innovation-programs-services/acceleration-services,low,MC2 Capital page redirects to CABHI; Acceleration Services page has program info but no direct apply link
mcneil-center-for-entrepreneurship-innovation,McNeil Center for Entrepreneurship & Innovation,accel,https://innovation.mines.edu,,not_found,innovation.mines.edu is a news/info page; Beck Venture Center apply surface not found on scraped page
mediatech-ventures,MediaTech Ventures,accel,https://www.linkedin.com/company/mediatech-ventures,,not_found,LinkedIn company page only; no apply surface
menlo-ventures,Menlo Ventures,accel,https://menlovc.com,,not_found,VC firm homepage; no public apply form for founders
metaprop,MetaProp,accel,https://www.metaprop.vc,https://www.metaprop.com/partner-with-us,low,Partner With Us page exists but no form found; likely intake via contact
mhub,mHUB,accel,https://www.mhubchicago.com/accelerator,https://www.mhubchicago.com/accelerator-program-interest,high,Explicit accelerator interest/apply form link found on accelerator sub-pages
