slug,name,type,homepage_url,discovered_apply_url,confidence,notes
1871,1871,accel,https://1871.com,https://share.hsforms.com/1wL94zsghRhmkXg9bfdjNPg20ww1,medium,HubSpot form for membership inquiry
2bx,2bX,accel,https://2bx.vc,,not_found,Only /jobs/ hiring page found; no accelerator apply
43north,43North,accel,https://www.43north.org,https://43north.org/founders/program/application-waitlist/,high,Application waitlist page with form fields
500-global,500 Global,accel,https://500.co,,not_found,JS-rendered SPA; no apply link in static HTML
accel-centennial-college,ACCEL Centennial College,accel,https://accel.centennialcollege.ca,,not_found,No apply/application link on homepage
accelerate-okanagan,Accelerate Okanagan,accel,https://accelerateokanagan.com,https://accelerateokanagan.com/entrepreneurs/general-programs-application-form/,high,Apply Now CTA to application form
accelerating-asia,Accelerating Asia,accel,https://www.acceleratingasia.com,,not_found,No apply link on homepage; GET FUNDED is info page
accelerator-center,Accelerator Center,accel,https://www.acceleratorcentre.com,,not_found,Only image file in apply href; no form
alacrity-canada,Alacrity Canada,accel,https://www.alacritycanada.com,,not_found,Programs page only; no direct apply form linked
alberta-accelerator,Alberta Accelerator Calgary,accel,https://500.co/accelerators/alberta-accelerator,,not_found,Sub-page of 500.co; no direct apply link
alliance,Alliance,accel,https://alliance.xyz,https://alliance.xyz/apply,high,Apply CTA + /apply href
altitude-accelerator,Altitude Accelerator,accel,https://altitudeaccelerator.ca,https://altitudeaccelerator.ca/investor-readiness/,high,Apply now CTA to program application page
angelpad,AngelPad,accel,https://angelpad.org,https://angelpad.com/#apply,medium,Apply section on homepage
antler-academy,Antler Academy,accel,https://www.antler.co/academy,https://www.antler.co/apply,high,Apply now CTA + /apply href
antler-canada,Antler Canada,accel,https://www.antler.co/location/canada,https://www.antler.co/apply,high,Apply CTA on Canada location page
antler,Antler Global,accel,https://www.antler.co,https://www.antler.co/apply,high,Apply CTA + /apply href
antler-us-boulder,Antler US Boulder,accel,https://www.antler.co/location/us,https://www.antler.co/apply,high,Apply Now CTA + /apply href
artscape-daniels-launchpad,Artscape Daniels Launchpad,accel,https://www.linkedin.com/showcase/launchpadto,,not_found,LinkedIn showcase - no apply form
acc-bio-incubator,Austin Community College Bio Incubator,accel,https://sites.austincc.edu/incubator,,not_found,Page loaded but no startup apply link found
acc-fashion-incubator,Austin Community College Fashion Incubator,accel,https://sites.austincc.edu/fashion-incubator,,not_found,No apply/application link on page
austin-technology-incubator,Austin Technology Incubator,accel,https://ati.utexas.edu,https://ati.utexas.edu/apply/,high,Apply CTA + /apply/ href
babson-college-center-for-womens-entrepreneurial-leadership,Babson College Center for Women’s Entrepreneurial Leadership,accel,https://www.babson.edu/womens-leadership-institute/campus-programs,,not_found,No program apply form; only undergrad/grad links
barclays-accelerator,Barclays Accelerator,accel,https://home.barclays/who-we-are/innovation/barclays-accelerator/#/london,,not_found,Page blocked or no apply link rendered
bc-tech-association,BC Tech Association,accel,https://wearebctech.com,,not_found,Membership org; Join Now is general membership
bengal-entrepreneurship-program,Bengal Entrepreneurship Program,accel,https://sbdc.buffalostate.edu/bengal-entrepreneurship-program,,not_found,Only undergrad college admissions apply link
berkeley-skydeck,Berkeley SkyDeck,accel,https://skydeck.berkeley.edu,https://skydeck.berkeley.edu/apply/,high,APPLY CTA + /apply/ href
biomedical-zone,Biomedical Zone,accel,https://www.torontomu.ca/zone-learning/biomedical-zone,,not_found,No zone-specific apply link on page
black-entrepreneurship-alliance,Black Entrepreneurship Alliance,accel,https://www.thebea.co,,not_found,Programs listed but no apply link on homepage
black-founders-network,Black Founders Network,accel,https://entrepreneurs.utoronto.ca/for-entrepreneurs/black-founders-network,https://ute.acceleratorapp.co/application/new?program=onramp%20membership,medium,Application form via acceleratorapp.co
bonum-ventures,Bonum Ventures,accel,https://bonum.eu,,not_found,Only portfolio company links; no apply page
boomtown-accelerators,Boomtown Accelerators,accel,https://boomtownaccelerators.com,,error,Page blocked by WAF - could not scrape
brampton-entrepreneur-centre,Brampton Entrepreneur Centre,accel,https://www.brampton.ca/en/Business/bec/Pages/Welcome.aspx,,not_found,Municipal page; no entrepreneur apply form
brampton-venture-zone,Brampton Venture Zone,accel,https://www.torontomu.ca/zone-learning/venture-zone-brampton,,not_found,No zone-specific apply link on page
brandeis-innovation,Brandeis Innovation,accel,https://www.brandeis.edu/innovation/grant-programs/index-copy.html,,not_found,Grant programs info page; no apply link
bu-spark,BU Spark,accel,https://www.bu.edu/spark/resources/hackathons,,not_found,Hackathons page; no accelerator apply link
caltech-new-ventures,Caltech New Ventures,accel,https://innovation.caltech.edu/new-ventures,,not_found,Info page only; no apply link found
canadian-technology-accelerators,Canadian Technology Accelerators,accel,https://www.tradecommissioner.gc.ca/cta-atc/index.aspx?lang=eng,,error,Govt site timed out - could not scrape
