slug,name,type,homepage_url,discovered_apply_url,confidence,notes
qhacks,QHacks,other,https://qhacks.io,,not_found,Next.js SPA with Cloudflare challenge; no apply link extractable via static scrape; site describes Feb 2026 hackathon — application likely via MLH or similar platform when open
queens-startup-summit,Queen's Startup Summit,other,https://qssummit.com,https://qssummit.com,high,Homepage CTA is 'Register Now' linking to site root (TBA date); delegate registration page at same domain
refresh-miami,Refresh Miami,other,https://refreshmiami.com,https://refreshmiami.com/pricing,medium,Media/community site; 'Sign Up' links to /pricing (membership); no direct program application
revolution-2,Revolution,other,https://twitter.com/revolution,,not_found,Twitter/X profile only — VC firm social account; no application surface on this URL
rotaract-mississauga,Rotaract Mississauga,other,https://www.rotaractmiss.com,,not_found,Wix site; heavily JS-rendered; no apply/join link extractable; Rotaract membership typically through local club contact
saas-connect,SaaS Connect,other,https://www.cloudsoftwareassociation.com/saas-connect,https://www.eventbrite.ca/e/477618779627,high,Eventbrite registration link found directly on page ('Register now' button)
saas-north,SaaS North,other,https://saasnorth.com,https://saasnorth.com/get-your-saas-pass-2026/,high,Primary CTA 'GET YOUR SAAS PASS' links to /get-your-saas-pass-2026/; also Apply to Exhibit and Apply to Speak
saas-open,SaaS Open,other,https://saasopen.com,,not_found,Scrape timed out; site may be down or heavily protected
saastock,SaaStock,other,https://www.saastock.com,https://saastock.typeform.com/to/yb3fdaB1,high,Founder membership apply button links to Typeform; also /founder-membership/ page
saastr,SaaStr,other,https://www.saastrannual2024.com,https://www.saastrannual.com/buy-tickets-2025,medium,2024 event site; buy tickets CTA redirects to saastrannual.com/buy-tickets-2025 for current year
saastr-apac,SaaStr APAC,other,https://saastrapac.com,https://saastrapac.com/rsvp,high,Primary CTA 'GRAB TICKETS!' / 'RSVP TO ATTEND' links to /rsvp; Attendee Portal also available
schulich-startups,Schulich Startups,other,https://schulich.yorku.ca/schulich-startups,,low,York University page; JS-heavy; no direct apply link found in static HTML; programs listed but no application URL visible
schulich-ventures-club,Schulich Ventures Club,other,https://oneschulich.yorku.ca/svc/home,https://svc-membership-2021-2023.cheddarup.com,medium,JOIN link found pointing to cheddarup.com membership payment page (may be outdated)
science-entrepreneur-club,Science Entrepreneur Club,other,https://www.science-entrepreneur.com/innovators-club,,low,Heavily JS-rendered page; no extractable apply/join links found in static HTML
seneca-college-hackathon,Seneca College Hackathon,other,https://www.senecahackathon.com,https://www.senecahackathon.com/register,high,Multiple 'REGISTER NOW' CTAs linking directly to /register
