slug,name,type,homepage_url,discovered_apply_url,confidence,notes
startx,StartX,accel,https://startx.com,https://startx.com/apply,high,Dedicated apply page with form (login to startx.com required)
surge-mohawk,Surge Mohawk,accel,https://www.mohawkcollege.ca/surge-mohawks-entrepreneurship-resource-space,https://www.mohawkcollege.ca/node/2331,medium,Apply now link on page; node URL - may be course enrollment not accelerator application
sutardja-center-for-entrepreneurship-technology,Sutardja Center for Entrepreneurship & Technology,accel,https://scet.berkeley.edu,https://startupstudio.berkeley.edu/,medium,Links to Berkeley Startup Studio - main startup application path
synapse-consortium,Synapse Consortium,accel,https://synapseconsortium.com,,not_found,No apply link found; life science consortium with no visible application process
tech-mba-venture-studio,Tech MBA Venture Studio,accel,https://schulich.yorku.ca/schulich-startups/venture-studio,https://schulich.yorku.ca/admissions/how-to-apply/,low,Links to MBA admissions apply page; venture studio itself has no separate application
techalliance,TechAlliance,accel,https://techalliance.ca,https://www.techalliance.ca/techalliance-advisory-solutions/startups/,medium,Startups page found; Pitch Room and Pitch Development programs visible
techbuffalo,TechBuffalo,accel,https://www.techbuffalo.org,https://www.techbuffalo.org/apply/,high,Dedicated /apply page found
technexus,TechNexus Venture Collaborative,accel,https://technexus.com,,not_found,"No apply link found; corporate venture collaborative, no startup application visible"
techranch,TechRanch,accel,https://techranchaustin.com,https://techranchaustin.com/programs/,low,Programs page found but no direct application form or apply link visible
techrise-chicago,TechRise Chicago,accel,https://techrise.co,https://airtable.com/appfgBVkCSJj3MA6Y/pag5b2FJXvTdvGuHG/form,high,Airtable form for pitch competition applications
texas-venture-labs,Texas Venture Labs,accel,https://www.mccombs.utexas.edu/centers-and-initiatives/jon-brumley-texas-venture-labs,,not_found,Page not accessible (404); university program with no visible external apply link
the-bridge-university-of-toronto,The BRIDGE University of Toronto,accel,https://www.utsc.utoronto.ca/thebridge/welcome-bridge,,not_found,"University hub, no external apply form found; after-hours access mentioned but no startup application"
the-center-for-life-science-ventures,The Center for Life Science Ventures,accel,https://eship.cornell.edu/item/the-mcgovern-center-2,,not_found,Cornell entrepreneurship page; no startup application link found
the-cornell-food-processing-development-laboratory-fpdl,The Cornell Food Processing Development Laboratory (FPDL),accel,https://cals.cornell.edu/food-science/outreach-extension/services/food-processing-and-development-laboratory,,not_found,"Lab facility, not an accelerator with applications; no apply link found"
the-eforum,The eForum,accel,https://www.theeforum.org,,not_found,Website has SSL error and returns 409 conflict; could not access
the-forge,The Forge,accel,https://theforge.mcmaster.ca,https://theforge.mcmaster.ca/programs/startup-survivor/,high,Startup Survivor pitch competition program with apply link; also main incubator apply page visible
the-forum,The Forum,accel,https://www.theforum.ca,https://www.theforumpitch.ca/,high,The Forum Pitch program - applications open year-round
the-hive,The Hive,accel,http://hivedata.com,,not_found,hivedata.com is a data company; redirects to www.hivedata.com with no accelerator application
the-hub,The Hub University of Toronto,accel,https://www.utsc.utoronto.ca/thehub,https://sicieeil.acceleratorapp.co/application/new?program=sicieeil-applications,high,AcceleratorApp application form found for UTSC entrepreneurship programs
the-technology-farm,The Technology Farm,accel,https://www.thetechnologyfarm.com,,not_found,Cornell Agriculture tech park; no startup application form found
tie-toronto,TiE Toronto,accel,https://toronto.tie.org,,not_found,Events/networking org; found event registration (Eventbrite) but no structured accelerator application
toronto-fashion-incubator,Toronto Fashion Incubator,accel,https://fashionincubator.com,,not_found,DNS resolution failed for fashionincubator.com; website appears to be down
transcend-network,Transcend Network,accel,https://www.transcend-network.com,https://form.typeform.com/to/ptlIt8DC,high,Typeform application found (Apply now link)
transmedia-zone,Transmedia Zone,accel,https://www.torontomu.ca/transmediazone,https://forms.gle/aEAY4qcNYo3jtVQa7,high,Google Form for TZ membership application found
treefrog-accelerator,Treefrog Accelerator,accel,https://www.treefrog.biz,https://www.treefrog.biz/application-process-form/,high,Dedicated application process form page found
tufts-launchpad-biolabs,Tufts Launchpad BioLabs,accel,https://viceprovost.tufts.edu/research-services/core-facilities-resources/tufts-launchpad-biolabs,,not_found,Page returns 404; could not access Tufts LaunchPad BioLabs page
ucla-ventures,UCLA Ventures,accel,https://ventures.ucla.edu,https://tdg.ucla.edu/ucla-researchers/ucla-ventures/pitch-gym,high,Pitch Gym program with Google Form application found
